id_venda,data_venda,cliente,produto,categoria,tamanho,cor,regiao,canal_venda,forma_pagamento,parcelas,quantidade,preco_unitario,custo_unitario,percentual_desconto,valor_frete,receita_total,mes,trimestre,ano,faixa_receita_item
7545,2024-03-24,Cliente_0080,Ténis Desportivo Run,Calçados,42,Azul,Nordeste,E-commerce,Cartão de Crédito,8,2,349.9,157.45,0.0,23.51,699.8,3,Q1,2024,Médio Valor
7547,2024-03-10,Cliente_0042,Saia Plissada,Moda Feminina,GG,Azul,Sul,E-commerce,Cartão de Crédito,3,1,119.9,53.96,0.0,27.67,119.9,3,Q1,2024,Baixo Valor
7548,2024-03-26,Cliente_0058,Camisa Polo Masculina,Moda Masculina,M,Branco,Norte,Loja Física,Boleto,1,2,129.9,58.46,0.0,0.0,259.8,3,Q1,2024,Baixo Valor
7549,2024-07-08,Cliente_0071,Mochila Urbana,Acessórios,M,Preto,Sudeste,App,Pix,1,1,219.9,98.95,0.0,64.62,219.9,7,Q3,2024,Baixo Valor
7550,2024-07-01,Cliente_0043,Calça Jeans Casual,Moda Masculina,M,Vermelho,Sul,E-commerce,Cartão de Crédito,11,2,189.9,85.45,0.08,31.2,379.8,7,Q3,2024,Baixo Valor
7551,2024-02-10,Cliente_0105,Calça Alfaiataria,Moda Feminina,M,Vermelho,Nordeste,E-commerce,Boleto,1,3,159.9,71.95,0.13,86.28,479.70000000000005,2,Q1,2024,Baixo Valor
7553,2024-05-23,Cliente_0130,Calça Alfaiataria,Moda Feminina,G,Branco,Sudeste,Loja Física,Cartão de Crédito,8,3,159.9,71.95,0.0,0.0,479.70000000000005,5,Q2,2024,Baixo Valor
7554,2024-02-05,Cliente_0192,Calça Jeans Casual,Moda Masculina,GG,Preto,Norte,E-commerce,Boleto,1,2,189.9,85.45,0.0,81.04,379.8,2,Q1,2024,Baixo Valor
7555,2024-04-15,Cliente_0107,Vestido Estampado Midi,Moda Feminina,P,Preto,Norte,E-commerce,Boleto,1,3,199.9,89.95,0.0,92.61,599.7,4,Q2,2024,Médio Valor
7556,2024-06-03,Cliente_0131,Sandália Salto Bloco,Calçados,42,Preto,Norte,E-commerce,Boleto,1,3,149.9,67.45,0.0,87.46,449.70000000000005,6,Q2,2024,Baixo Valor
7557,2024-08-22,Cliente_0018,Óculos de Sol Aviador,Acessórios,G,Branco,Sudeste,Loja Física,Cartão de Crédito,3,3,179.9,80.95,0.0,0.0,539.7,8,Q3,2024,Médio Valor
7558,2024-11-10,Cliente_0093,Kit Cuecas Boxer 3un,Moda Íntima e Praia,GG,Vermelho,Norte,App,Pix,1,2,79.9,35.96,0.0,35.24,159.8,11,Q4,2024,Baixo Valor
7559,2024-02-08,Cliente_0186,Kit Cuecas Boxer 3un,Moda Íntima e Praia,P,Vermelho,Sul,E-commerce,Pix,1,1,79.9,35.96,0.0,99.85,79.9,2,Q1,2024,Baixo Valor
7560,2024-06-02,Cliente_0010,Saia Plissada,Moda Feminina,M,Preto,Sudeste,Loja Física,Pix,1,1,119.9,53.96,0.0,0.0,119.9,6,Q2,2024,Baixo Valor
7561,2024-07-03,Cliente_0158,Chinelo Slim Conforto,Calçados,38,Nude,Sul,Loja Física,Cartão de Crédito,2,2,39.9,17.95,0.0,0.0,79.8,7,Q3,2024,Baixo Valor
7563,2024-11-04,Cliente_0116,Blusa Crepe Feminina,Moda Feminina,P,Preto,Sul,Loja Física,Pix,1,1,79.9,35.96,0.0,0.0,79.9,11,Q4,2024,Baixo Valor
7564,2024-03-04,Cliente_0122,Kit Cuecas Boxer 3un,Moda Íntima e Praia,M,Vermelho,Sudeste,E-commerce,Cartão de Crédito,3,2,79.9,35.96,0.0,39.05,159.8,3,Q1,2024,Baixo Valor
7565,2024-11-02,Cliente_0167,Sapato Social Couro,Calçados,40,Nude,Sudeste,App,Pix,1,2,289.9,130.45,0.0,88.12,579.8,11,Q4,2024,Médio Valor
7566,2024-12-28,Cliente_0109,Blusa Crepe Feminina,Moda Feminina,G,Preto,Centro-Oeste,App,Boleto,1,1,79.9,35.96,0.0,98.44,79.9,12,Q4,2024,Baixo Valor
7568,2024-11-23,Cliente_0184,Sandália Salto Bloco,Calçados,40,Branco,Sul,E-commerce,Cartão de Crédito,11,2,149.9,67.45,0.0,54.07,299.8,11,Q4,2024,Baixo Valor
7569,2024-03-19,Cliente_0050,Conjunto Lingerie Renda,Moda Íntima e Praia,P,Vermelho,Sul,App,Pix,1,3,119.9,53.96,0.0,76.89,359.70000000000005,3,Q1,2024,Baixo Valor
7571,2024-05-18,Cliente_0034,Sunga de Praia,Moda Íntima e Praia,G,Azul,Nordeste,App,Boleto,1,1,69.9,31.46,0.0,98.77,69.9,5,Q2,2024,Baixo Valor
7572,2024-08-23,Cliente_0053,Bermuda Sarja,Moda Masculina,G,Branco,Sudeste,App,Boleto,1,3,99.9,44.96,0.0,39.57,299.70000000000005,8,Q3,2024,Baixo Valor
7574,2024-12-13,Cliente_0025,Sandália Salto Bloco,Calçados,38,Azul,Nordeste,App,Cartão de Crédito,9,3,149.9,67.45,0.0,71.17,449.70000000000005,12,Q4,2024,Baixo Valor
7576,2024-05-17,Cliente_0054,Ténis Desportivo Run,Calçados,44,Vermelho,Sudeste,Loja Física,Pix,1,2,349.9,157.45,0.0,0.0,699.8,5,Q2,2024,Médio Valor
7578,2024-01-18,Cliente_0221,Calça Jeans Casual,Moda Masculina,GG,Azul,Sudeste,E-commerce,Pix,1,3,189.9,85.45,0.0,23.16,569.7,1,Q1,2024,Médio Valor
7579,2024-09-01,Cliente_0231,Sandália Salto Bloco,Calçados,38,Azul,Centro-Oeste,Loja Física,Pix,1,3,149.9,67.45,0.16,0.0,449.70000000000005,9,Q3,2024,Baixo Valor
7580,2024-05-11,Cliente_0122,Ténis Desportivo Run,Calçados,42,Azul,Nordeste,App,Cartão de Crédito,11,1,349.9,157.45,0.27,37.82,349.9,5,Q2,2024,Baixo Valor
7581,2024-03-31,Cliente_0125,Óculos de Sol Aviador,Acessórios,P,Preto,Sudeste,App,Pix,1,1,179.9,80.95,0.0,50.38,179.9,3,Q1,2024,Baixo Valor
7582,2024-06-23,Cliente_0155,Sapato Social Couro,Calçados,44,Branco,Nordeste,Loja Física,Pix,1,1,289.9,130.45,0.0,0.0,289.9,6,Q2,2024,Baixo Valor
7583,2024-03-25,Cliente_0209,Camiseta Básica Algodão,Moda Masculina,GG,Vermelho,Centro-Oeste,Loja Física,Cartão de Crédito,3,2,49.9,22.45,0.08,0.0,99.8,3,Q1,2024,Baixo Valor
7584,2024-09-28,Cliente_0224,Conjunto Lingerie Renda,Moda Íntima e Praia,P,Branco,Sudeste,E-commerce,Pix,1,3,119.9,53.96,0.0,27.48,359.70000000000005,9,Q3,2024,Baixo Valor
7585,2024-05-02,Cliente_0207,Blusa Crepe Feminina,Moda Feminina,M,Nude,Sul,Loja Física,Boleto,1,2,79.9,35.96,0.0,0.0,159.8,5,Q2,2024,Baixo Valor
7586,2024-09-30,Cliente_0130,Óculos de Sol Aviador,Acessórios,P,Branco,Norte,E-commerce,Boleto,1,3,179.9,80.95,0.27,89.97,539.7,9,Q3,2024,Médio Valor
7587,2024-12-19,Cliente_0158,Calça Jeans Casual,Moda Masculina,G,Branco,Nordeste,App,Pix,1,1,189.9,85.45,0.0,65.9,189.9,12,Q4,2024,Baixo Valor
7588,2024-12-25,Cliente_0123,Chinelo Slim Conforto,Calçados,42,Azul,Sul,Loja Física,Pix,1,3,39.9,17.95,0.0,0.0,119.69999999999999,12,Q4,2024,Baixo Valor
7589,2024-05-01,Cliente_0136,Calça Jeans Casual,Moda Masculina,P,Nude,Nordeste,E-commerce,Pix,1,3,189.9,85.45,0.0,43.87,569.7,5,Q2,2024,Médio Valor
7590,2024-02-23,Cliente_0114,Mochila Urbana,Acessórios,GG,Azul,Norte,App,Boleto,1,3,219.9,98.95,0.0,53.03,659.7,2,Q1,2024,Médio Valor
7591,2024-07-15,Cliente_0140,Bermuda Sarja,Moda Masculina,P,Preto,Centro-Oeste,Loja Física,Boleto,1,1,99.9,44.96,0.0,0.0,99.9,7,Q3,2024,Baixo Valor
7592,2024-05-01,Cliente_0134,Sunga de Praia,Moda Íntima e Praia,GG,Nude,Centro-Oeste,App,Boleto,1,2,69.9,31.46,0.0,60.15,139.8,5,Q2,2024,Baixo Valor
7593,2024-10-20,Cliente_0003,Calça Jeans Casual,Moda Masculina,G,Azul,Norte,App,Pix,1,1,189.9,85.45,0.0,51.79,189.9,10,Q4,2024,Baixo Valor
7594,2024-09-27,Cliente_0015,Conjunto Lingerie Renda,Moda Íntima e Praia,G,Vermelho,Norte,Loja Física,Cartão de Crédito,12,2,119.9,53.96,0.0,0.0,239.8,9,Q3,2024,Baixo Valor
7595,2024-12-27,Cliente_0218,Sunga de Praia,Moda Íntima e Praia,M,Azul,Nordeste,Loja Física,Cartão de Crédito,12,3,69.9,31.46,0.0,0.0,209.70000000000002,12,Q4,2024,Baixo Valor
7596,2024-07-11,Cliente_0018,Biquíni Cortininha,Moda Íntima e Praia,GG,Branco,Sudeste,Loja Física,Pix,1,3,139.9,62.96,0.0,0.0,419.70000000000005,7,Q3,2024,Baixo Valor
7597,2024-08-20,Cliente_0109,Calça Jeans Casual,Moda Masculina,P,Preto,Norte,App,Cartão de Crédito,4,2,189.9,85.45,0.0,54.99,379.8,8,Q3,2024,Baixo Valor
7598,2024-08-07,Cliente_0235,Mochila Urbana,Acessórios,GG,Branco,Sudeste,App,Cartão de Crédito,10,1,219.9,98.95,0.0,64.59,219.9,8,Q3,2024,Baixo Valor
7599,2024-06-14,Cliente_0076,Camiseta Básica Algodão,Moda Masculina,GG,Vermelho,Nordeste,App,Cartão de Crédito,4,1,49.9,22.45,0.0,83.57,49.9,6,Q2,2024,Baixo Valor
7600,2024-03-03,Cliente_0170,Calça Jeans Casual,Moda Masculina,GG,Nude,Norte,App,Cartão de Crédito,11,1,189.9,85.45,0.16,84.52,189.9,3,Q1,2024,Baixo Valor
7601,2024-10-05,Cliente_0229,Blusa Crepe Feminina,Moda Feminina,G,Preto,Norte,Loja Física,Cartão de Crédito,8,3,79.9,35.96,0.0,0.0,239.70000000000002,10,Q4,2024,Baixo Valor
7602,2024-05-13,Cliente_0083,Calça Jeans Casual,Moda Masculina,G,Azul,Norte,App,Boleto,1,1,189.9,85.45,0.0,31.85,189.9,5,Q2,2024,Baixo Valor
7603,2024-05-28,Cliente_0243,Cinto de Couro,Acessórios,M,Nude,Centro-Oeste,E-commerce,Boleto,1,2,69.9,31.46,0.29,92.81,139.8,5,Q2,2024,Baixo Valor
7604,2024-07-29,Cliente_0080,Ténis Desportivo Run,Calçados,36,Branco,Sudeste,Loja Física,Pix,1,2,349.9,157.45,0.0,0.0,699.8,7,Q3,2024,Médio Valor
7605,2024-06-26,Cliente_0136,Ténis Desportivo Run,Calçados,44,Vermelho,Sudeste,E-commerce,Cartão de Crédito,4,1,349.9,157.45,0.0,33.77,349.9,6,Q2,2024,Baixo Valor
7606,2024-06-28,Cliente_0219,Bermuda Sarja,Moda Masculina,P,Branco,Centro-Oeste,App,Pix,1,3,99.9,44.96,0.0,49.46,299.70000000000005,6,Q2,2024,Baixo Valor
7608,2024-11-05,Cliente_0004,Mochila Urbana,Acessórios,P,Nude,Norte,App,Pix,1,1,219.9,98.95,0.0,71.52,219.9,11,Q4,2024,Baixo Valor
7609,2024-08-19,Cliente_0114,Calça Alfaiataria,Moda Feminina,GG,Branco,Sudeste,Loja Física,Boleto,1,1,159.9,71.95,0.0,0.0,159.9,8,Q3,2024,Baixo Valor
7612,2024-09-06,Cliente_0037,Biquíni Cortininha,Moda Íntima e Praia,M,Azul,Centro-Oeste,App,Cartão de Crédito,3,2,139.9,62.96,0.0,42.51,279.8,9,Q3,2024,Baixo Valor
7613,2024-08-04,Cliente_0177,Camiseta Básica Algodão,Moda Masculina,M,Branco,Nordeste,E-commerce,Pix,1,3,49.9,22.45,0.0,32.63,149.7,8,Q3,2024,Baixo Valor
7614,2024-03-05,Cliente_0156,Camisa Polo Masculina,Moda Masculina,GG,Azul,Sudeste,App,Boleto,1,3,129.9,58.46,0.0,28.48,389.70000000000005,3,Q1,2024,Baixo Valor
7616,2024-04-04,Cliente_0075,Calça Jeans Casual,Moda Masculina,GG,Preto,Norte,Loja Física,Pix,1,2,189.9,85.45,0.0,0.0,379.8,4,Q2,2024,Baixo Valor
7617,2024-01-07,Cliente_0093,Vestido Estampado Midi,Moda Feminina,P,Nude,Sul,Loja Física,Pix,1,1,199.9,89.95,0.0,0.0,199.9,1,Q1,2024,Baixo Valor
7618,2024-05-23,Cliente_0136,Vestido Estampado Midi,Moda Feminina,M,Preto,Nordeste,Loja Física,Boleto,1,2,199.9,89.95,0.18,0.0,399.8,5,Q2,2024,Baixo Valor
7620,2024-02-23,Cliente_0158,Saia Plissada,Moda Feminina,GG,Azul,Sudeste,E-commerce,Cartão de Crédito,12,2,119.9,53.96,0.0,74.31,239.8,2,Q1,2024,Baixo Valor
7621,2024-06-10,Cliente_0108,Bermuda Sarja,Moda Masculina,G,Preto,Norte,E-commerce,Pix,1,3,99.9,44.96,0.0,55.68,299.70000000000005,6,Q2,2024,Baixo Valor
7622,2024-02-25,Cliente_0207,Biquíni Cortininha,Moda Íntima e Praia,G,Branco,Sudeste,Loja Física,Boleto,1,3,139.9,62.96,0.0,0.0,419.70000000000005,2,Q1,2024,Baixo Valor
7623,2024-11-19,Cliente_0002,Calça Alfaiataria,Moda Feminina,G,Azul,Sudeste,E-commerce,Boleto,1,2,159.9,71.95,0.0,52.84,319.8,11,Q4,2024,Baixo Valor
7624,2024-12-13,Cliente_0214,Sandália Salto Bloco,Calçados,36,Vermelho,Norte,Loja Física,Pix,1,2,149.9,67.45,0.0,0.0,299.8,12,Q4,2024,Baixo Valor
7625,2024-05-24,Cliente_0092,Sunga de Praia,Moda Íntima e Praia,P,Nude,Sul,App,Pix,1,3,69.9,31.46,0.0,54.33,209.70000000000002,5,Q2,2024,Baixo Valor
7626,2024-08-22,Cliente_0136,Cinto de Couro,Acessórios,M,Nude,Norte,Loja Física,Boleto,1,1,69.9,31.46,0.0,0.0,69.9,8,Q3,2024,Baixo Valor
7627,2024-11-21,Cliente_0029,Sandália Salto Bloco,Calçados,40,Preto,Nordeste,Loja Física,Cartão de Crédito,4,2,149.9,67.45,0.0,0.0,299.8,11,Q4,2024,Baixo Valor
7628,2024-05-21,Cliente_0181,Camisa Polo Masculina,Moda Masculina,G,Preto,Norte,Loja Física,Boleto,1,2,129.9,58.46,0.19,0.0,259.8,5,Q2,2024,Baixo Valor
7629,2024-04-18,Cliente_0127,Camisa Polo Masculina,Moda Masculina,GG,Preto,Centro-Oeste,App,Pix,1,2,129.9,58.46,0.19,87.01,259.8,4,Q2,2024,Baixo Valor
7630,2024-02-18,Cliente_0144,Mochila Urbana,Acessórios,G,Branco,Sul,Loja Física,Boleto,1,2,219.9,98.95,0.0,0.0,439.8,2,Q1,2024,Baixo Valor
7631,2024-01-20,Cliente_0047,Bermuda Sarja,Moda Masculina,G,Azul,Sul,App,Boleto,1,3,99.9,44.96,0.22,40.38,299.70000000000005,1,Q1,2024,Baixo Valor
7632,2024-08-02,Cliente_0010,Sapato Social Couro,Calçados,42,Azul,Sul,Loja Física,Boleto,1,1,289.9,130.45,0.0,0.0,289.9,8,Q3,2024,Baixo Valor
7633,2024-10-31,Cliente_0235,Vestido Estampado Midi,Moda Feminina,GG,Branco,Sul,App,Cartão de Crédito,3,1,199.9,89.95,0.0,40.09,199.9,10,Q4,2024,Baixo Valor
7634,2024-03-02,Cliente_0195,Chinelo Slim Conforto,Calçados,38,Branco,Nordeste,Loja Física,Cartão de Crédito,12,2,39.9,17.95,0.19,0.0,79.8,3,Q1,2024,Baixo Valor
7635,2024-01-15,Cliente_0026,Cinto de Couro,Acessórios,M,Vermelho,Norte,App,Cartão de Crédito,10,1,69.9,31.46,0.08,29.09,69.9,1,Q1,2024,Baixo Valor
7636,2024-07-17,Cliente_0133,Sandália Salto Bloco,Calçados,44,Preto,Sudeste,E-commerce,Boleto,1,2,149.9,67.45,0.0,99.96,299.8,7,Q3,2024,Baixo Valor
7637,2024-09-21,Cliente_0100,Sandália Salto Bloco,Calçados,36,Nude,Nordeste,App,Boleto,1,2,149.9,67.45,0.0,39.61,299.8,9,Q3,2024,Baixo Valor
7638,2024-09-11,Cliente_0130,Camisa Polo Masculina,Moda Masculina,P,Branco,Nordeste,App,Boleto,1,3,129.9,58.46,0.0,60.76,389.70000000000005,9,Q3,2024,Baixo Valor
7640,2024-04-04,Cliente_0039,Conjunto Lingerie Renda,Moda Íntima e Praia,GG,Vermelho,Sudeste,App,Boleto,1,3,119.9,53.96,0.0,36.85,359.70000000000005,4,Q2,2024,Baixo Valor
7641,2024-11-23,Cliente_0148,Bermuda Sarja,Moda Masculina,GG,Vermelho,Nordeste,Loja Física,Boleto,1,2,99.9,44.96,0.0,0.0,199.8,11,Q4,2024,Baixo Valor
7642,2024-06-12,Cliente_0193,Boné Ajustável Aba Curva,Acessórios,GG,Vermelho,Sudeste,E-commerce,Boleto,1,3,59.9,26.95,0.0,76.12,179.7,6,Q2,2024,Baixo Valor
7643,2024-11-13,Cliente_0167,Camisa Polo Masculina,Moda Masculina,G,Branco,Nordeste,App,Boleto,1,1,129.9,58.46,0.0,73.93,129.9,11,Q4,2024,Baixo Valor
7644,2024-11-16,Cliente_0035,Saia Plissada,Moda Feminina,GG,Preto,Sul,E-commerce,Pix,1,2,119.9,53.96,0.0,20.32,239.8,11,Q4,2024,Baixo Valor
7645,2024-06-01,Cliente_0200,Cinto de Couro,Acessórios,GG,Nude,Sudeste,E-commerce,Cartão de Crédito,7,2,69.9,31.46,0.28,94.5,139.8,6,Q2,2024,Baixo Valor
7646,2024-12-27,Cliente_0061,Mochila Urbana,Acessórios,GG,Preto,Norte,Loja Física,Cartão de Crédito,6,1,219.9,98.95,0.28,0.0,219.9,12,Q4,2024,Baixo Valor
7647,2024-12-10,Cliente_0071,Calça Alfaiataria,Moda Feminina,GG,Azul,Sul,E-commerce,Boleto,1,3,159.9,71.95,0.0,33.13,479.70000000000005,12,Q4,2024,Baixo Valor
7648,2024-07-11,Cliente_0068,Sapato Social Couro,Calçados,44,Branco,Centro-Oeste,App,Cartão de Crédito,12,1,289.9,130.45,0.24,92.73,289.9,7,Q3,2024,Baixo Valor
7649,2024-09-13,Cliente_0177,Boné Ajustável Aba Curva,Acessórios,G,Nude,Centro-Oeste,E-commerce,Pix,1,1,59.9,26.95,0.0,56.69,59.9,9,Q3,2024,Baixo Valor
7650,2024-03-11,Cliente_0193,Ténis Desportivo Run,Calçados,36,Branco,Sul,Loja Física,Cartão de Crédito,1,2,349.9,157.45,0.0,0.0,699.8,3,Q1,2024,Médio Valor
7651,2024-11-29,Cliente_0222,Sunga de Praia,Moda Íntima e Praia,M,Preto,Nordeste,E-commerce,Cartão de Crédito,6,3,69.9,31.46,0.0,87.42,209.70000000000002,11,Q4,2024,Baixo Valor
7652,2024-02-04,Cliente_0008,Óculos de Sol Aviador,Acessórios,GG,Nude,Centro-Oeste,E-commerce,Pix,1,1,179.9,80.95,0.0,62.53,179.9,2,Q1,2024,Baixo Valor
7653,2024-10-17,Cliente_0147,Sapato Social Couro,Calçados,38,Branco,Nordeste,E-commerce,Cartão de Crédito,5,1,289.9,130.45,0.0,79.18,289.9,10,Q4,2024,Baixo Valor
7654,2024-06-23,Cliente_0010,Sandália Salto Bloco,Calçados,42,Preto,Centro-Oeste,Loja Física,Boleto,1,2,149.9,67.45,0.0,0.0,299.8,6,Q2,2024,Baixo Valor
7655,2024-06-25,Cliente_0145,Mochila Urbana,Acessórios,P,Nude,Nordeste,E-commerce,Cartão de Crédito,3,1,219.9,98.95,0.0,74.24,219.9,6,Q2,2024,Baixo Valor
7656,2024-12-30,Cliente_0219,Bermuda Sarja,Moda Masculina,G,Vermelho,Nordeste,E-commerce,Pix,1,1,99.9,44.96,0.0,80.88,99.9,12,Q4,2024,Baixo Valor
7657,2024-04-15,Cliente_0200,Sapato Social Couro,Calçados,38,Azul,Sudeste,E-commerce,Cartão de Crédito,8,2,289.9,130.45,0.0,98.09,579.8,4,Q2,2024,Médio Valor
7658,2024-01-06,Cliente_0237,Sunga de Praia,Moda Íntima e Praia,M,Nude,Nordeste,E-commerce,Boleto,1,2,69.9,31.46,0.13,74.38,139.8,1,Q1,2024,Baixo Valor
7659,2024-06-28,Cliente_0230,Vestido Estampado Midi,Moda Feminina,M,Vermelho,Sul,App,Cartão de Crédito,4,1,199.9,89.95,0.0,47.33,199.9,6,Q2,2024,Baixo Valor
7660,2024-03-09,Cliente_0105,Calça Alfaiataria,Moda Feminina,G,Preto,Sudeste,E-commerce,Cartão de Crédito,10,2,159.9,71.95,0.0,79.61,319.8,3,Q1,2024,Baixo Valor
7662,2024-03-09,Cliente_0013,Kit Cuecas Boxer 3un,Moda Íntima e Praia,P,Nude,Norte,Loja Física,Cartão de Crédito,1,3,79.9,35.96,0.11,0.0,239.70000000000002,3,Q1,2024,Baixo Valor
7663,2024-02-01,Cliente_0179,Sapato Social Couro,Calçados,42,Azul,Sul,App,Cartão de Crédito,6,2,289.9,130.45,0.0,89.7,579.8,2,Q1,2024,Médio Valor
7665,2024-11-20,Cliente_0048,Vestido Estampado Midi,Moda Feminina,M,Azul,Nordeste,E-commerce,Boleto,1,2,199.9,89.95,0.0,37.98,399.8,11,Q4,2024,Baixo Valor
7667,2024-01-14,Cliente_0021,Ténis Desportivo Run,Calçados,44,Vermelho,Nordeste,App,Cartão de Crédito,9,2,349.9,157.45,0.0,43.49,699.8,1,Q1,2024,Médio Valor
7668,2024-02-23,Cliente_0074,Boné Ajustável Aba Curva,Acessórios,GG,Preto,Sul,E-commerce,Boleto,1,1,59.9,26.95,0.0,44.64,59.9,2,Q1,2024,Baixo Valor
7669,2024-03-09,Cliente_0155,Saia Plissada,Moda Feminina,GG,Preto,Centro-Oeste,E-commerce,Boleto,1,3,119.9,53.96,0.0,83.79,359.70000000000005,3,Q1,2024,Baixo Valor
7670,2024-09-23,Cliente_0168,Bermuda Sarja,Moda Masculina,M,Preto,Norte,App,Pix,1,1,99.9,44.96,0.0,82.42,99.9,9,Q3,2024,Baixo Valor
7671,2024-07-23,Cliente_0006,Sapato Social Couro,Calçados,40,Azul,Nordeste,E-commerce,Cartão de Crédito,1,1,289.9,130.45,0.0,42.79,289.9,7,Q3,2024,Baixo Valor
7672,2024-02-03,Cliente_0126,Camisa Polo Masculina,Moda Masculina,M,Azul,Norte,App,Boleto,1,1,129.9,58.46,0.0,64.15,129.9,2,Q1,2024,Baixo Valor
7674,2024-12-01,Cliente_0043,Óculos de Sol Aviador,Acessórios,M,Vermelho,Centro-Oeste,App,Boleto,1,2,179.9,80.95,0.0,58.49,359.8,12,Q4,2024,Baixo Valor
7675,2024-01-07,Cliente_0159,Mochila Urbana,Acessórios,GG,Vermelho,Sul,App,Cartão de Crédito,12,3,219.9,98.95,0.15,93.18,659.7,1,Q1,2024,Médio Valor
7677,2024-09-10,Cliente_0153,Cinto de Couro,Acessórios,GG,Azul,Nordeste,Loja Física,Boleto,1,1,69.9,31.46,0.0,0.0,69.9,9,Q3,2024,Baixo Valor
7679,2024-02-13,Cliente_0163,Conjunto Lingerie Renda,Moda Íntima e Praia,G,Azul,Centro-Oeste,E-commerce,Boleto,1,2,119.9,53.96,0.0,53.53,239.8,2,Q1,2024,Baixo Valor
7680,2024-09-11,Cliente_0107,Bermuda Sarja,Moda Masculina,M,Branco,Centro-Oeste,Loja Física,Pix,1,1,99.9,44.96,0.0,0.0,99.9,9,Q3,2024,Baixo Valor
7681,2024-10-22,Cliente_0196,Sandália Salto Bloco,Calçados,38,Vermelho,Norte,App,Boleto,1,3,149.9,67.45,0.0,51.99,449.70000000000005,10,Q4,2024,Baixo Valor
7682,2024-12-06,Cliente_0197,Ténis Desportivo Run,Calçados,44,Branco,Centro-Oeste,App,Boleto,1,1,349.9,157.45,0.0,51.91,349.9,12,Q4,2024,Baixo Valor
7683,2024-01-21,Cliente_0004,Calça Jeans Casual,Moda Masculina,P,Nude,Norte,Loja Física,Boleto,1,3,189.9,85.45,0.0,0.0,569.7,1,Q1,2024,Médio Valor
7684,2024-07-15,Cliente_0157,Camiseta Básica Algodão,Moda Masculina,M,Preto,Sudeste,E-commerce,Cartão de Crédito,10,2,49.9,22.45,0.0,94.89,99.8,7,Q3,2024,Baixo Valor
7685,2024-08-14,Cliente_0032,Kit Cuecas Boxer 3un,Moda Íntima e Praia,P,Vermelho,Sudeste,App,Pix,1,2,79.9,35.96,0.0,92.73,159.8,8,Q3,2024,Baixo Valor
7686,2024-12-03,Cliente_0021,Saia Plissada,Moda Feminina,P,Vermelho,Centro-Oeste,Loja Física,Pix,1,3,119.9,53.96,0.29,0.0,359.70000000000005,12,Q4,2024,Baixo Valor
7688,2024-01-18,Cliente_0099,Kit Cuecas Boxer 3un,Moda Íntima e Praia,P,Branco,Nordeste,E-commerce,Cartão de Crédito,6,1,79.9,35.96,0.0,78.13,79.9,1,Q1,2024,Baixo Valor
7689,2024-09-13,Cliente_0164,Mochila Urbana,Acessórios,G,Nude,Nordeste,Loja Física,Cartão de Crédito,3,1,219.9,98.95,0.18,0.0,219.9,9,Q3,2024,Baixo Valor
7690,2024-09-30,Cliente_0142,Cinto de Couro,Acessórios,P,Branco,Sul,Loja Física,Boleto,1,3,69.9,31.46,0.0,0.0,209.70000000000002,9,Q3,2024,Baixo Valor
7691,2024-08-06,Cliente_0212,Calça Alfaiataria,Moda Feminina,P,Preto,Norte,App,Pix,1,1,159.9,71.95,0.0,76.58,159.9,8,Q3,2024,Baixo Valor
7692,2024-02-23,Cliente_0208,Camisa Polo Masculina,Moda Masculina,P,Branco,Nordeste,Loja Física,Pix,1,1,129.9,58.46,0.0,0.0,129.9,2,Q1,2024,Baixo Valor
7693,2024-02-16,Cliente_0004,Camiseta Básica Algodão,Moda Masculina,M,Preto,Sudeste,E-commerce,Cartão de Crédito,4,1,49.9,22.45,0.0,91.18,49.9,2,Q1,2024,Baixo Valor
7694,2024-08-30,Cliente_0150,Blusa Crepe Feminina,Moda Feminina,GG,Vermelho,Centro-Oeste,Loja Física,Cartão de Crédito,2,2,79.9,35.96,0.0,0.0,159.8,8,Q3,2024,Baixo Valor
7695,2024-04-11,Cliente_0243,Conjunto Lingerie Renda,Moda Íntima e Praia,GG,Preto,Centro-Oeste,E-commerce,Pix,1,1,119.9,53.96,0.25,68.4,119.9,4,Q2,2024,Baixo Valor
7696,2024-09-30,Cliente_0008,Vestido Estampado Midi,Moda Feminina,M,Azul,Norte,Loja Física,Pix,1,3,199.9,89.95,0.0,0.0,599.7,9,Q3,2024,Médio Valor
7697,2024-01-23,Cliente_0198,Sunga de Praia,Moda Íntima e Praia,G,Preto,Sudeste,Loja Física,Boleto,1,3,69.9,31.46,0.0,0.0,209.70000000000002,1,Q1,2024,Baixo Valor
7699,2024-11-21,Cliente_0225,Boné Ajustável Aba Curva,Acessórios,GG,Vermelho,Sul,E-commerce,Pix,1,1,59.9,26.95,0.0,59.58,59.9,11,Q4,2024,Baixo Valor
7700,2024-05-24,Cliente_0231,Vestido Estampado Midi,Moda Feminina,M,Preto,Nordeste,E-commerce,Boleto,1,2,199.9,89.95,0.0,25.13,399.8,5,Q2,2024,Baixo Valor
7701,2024-02-13,Cliente_0076,Calça Alfaiataria,Moda Feminina,M,Nude,Sul,Loja Física,Pix,1,1,159.9,71.95,0.0,0.0,159.9,2,Q1,2024,Baixo Valor
